Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,GS,KO,NVDA,PFE,XOM,GS,KO,NVDA,PFE,XOM,GS,KO,NVDA,PFE,XOM,GS,KO,NVDA,PFE,XOM,GS,KO,NVDA,PFE,XOM
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19,301.2373046875,53.710044860839844,13.348917007446289,36.64625549316406,82.28288269042969,301.81474328886236,53.80852681889689,13.429717086609914,37.001106777774616,82.53891393607131,293.79482487273077,53.029602325597764,12.977836924096026,36.11398164270895,80.34058551511922,293.8223206170216,53.17285284638107,12.97983183509863,36.839811018993515,80.34941603689018,1652700,12596200,569685000,16256200,15342100
2022-09-20,296.287841796875,53.62946701049805,13.143424987792969,36.105918884277344,81.61193084716797,299.53245114552436,53.745855712268316,13.44966616014184,36.509156750204326,82.04453221797134,293.3090152895752,53.11018173049455,13.024719705664902,35.839780416064364,80.90563712136493,298.5242553200557,53.43249626079164,13.182329079094677,36.29140793342846,81.86796215437866,1569900,11984600,524818000,15369000,14712500
2022-09-21,293.9505615234375,53.181800842285156,13.228216171264648,35.42041015625,80.29646301269531,302.2729593074674,54.34571159555939,13.99631305335464,36.275275478960864,82.8832543158948,293.87724887818706,53.172845764787816,13.07758944681726,35.404283350041226,80.22583902511575,297.8093072933262,53.84433313191081,13.180335452104883,36.13817609096244,82.60956868276813,1796700,14165300,807679000,17505200,17332400
2022-09-22,286.81060791015625,53.056453704833984,12.529947280883789,35.94462585449219,79.96098327636719,296.4070136562637,53.47725354813046,13.116493957539719,36.29141069166273,81.80617233277368,285.23412007126,53.002736901254934,12.397276654319372,35.09782688697892,79.91683738701259,295.42628555336665,53.31609630667059,13.03768878499316,35.21879641007453,81.40004901071903,2239900,11657600,759162000,18508100,16139400
2022-09-23,276.77423095703125,52.465553283691406,12.48505687713623,35.5494499206543,75.70556640625,283.94175258000564,52.913211599816286,12.579822277960686,35.936557882992126,77.25057796556122,272.64052734593236,51.92836467048631,12.22669736982,35.146212075328144,74.91098768574676,281.8886346595388,52.78786781775923,12.38929449653901,35.839778585062206,77.25057796556122,2918500,14824000,663309000,18871700,27738800
2022-09-26,270.0375061035156,51.81196975708008,12.197769165039062,35.34783172607422,74.14288330078125,276.8934002921348,52.43869204891978,12.627704338358164,35.751069579706126,76.1204957509926,267.92025001035825,51.65081249873953,12.183803837251507,35.21879265950976,74.06342207934419,274.052052349114,52.36706849819161,12.460119453590893,35.33170184275366,74.9551161437252,2308800,18670100,547343000,18680200,22043400
2022-09-27,267.0679016113281,50.47795104980469,12.382314682006836,35.557518005371094,75.69673919677734,274.1895799236715,52.259629177749645,12.704516167631262,35.952692499461506,76.77383409442415,264.53818095726785,50.415279160803316,12.227698114475901,35.27525270706438,74.87567560559708,272.6772578692367,51.999989958470444,12.476082173317643,35.66236072036831,75.58196932934729,2007400,23829300,553854000,21562700,17307300
2022-09-28,275.6927185058594,51.01513671875,12.704514503479004,35.83171844482422,78.45127868652344,277.1775446142271,51.256872597612706,12.791299318139588,36.13818009658908,78.83974091830842,268.05774064270236,50.05714828142093,12.323458902869692,35.662359272715044,75.8556569299898,269.4692540913226,50.72863569536345,12.37932021781137,36.02527090538874,76.0322337333995,2289700,21480100,542414000,16532600,19543300
2022-09-29,271.4031982421875,50.64805603027344,12.189788818359375,35.61396789550781,78.29237365722656,274.37287855677437,51.2926850273525,12.469096309319497,35.98494599068397,78.8927213996334,267.2236771770348,50.13772587937303,11.916466059827378,35.44460873159619,76.92393187012182,272.283118024198,51.113621037568144,12.417224823009533,35.81558682677234,77.85094169180145,1930800,14570700,532763000,13559900,17896000
2022-09-30,268.59857177734375,50.1556282043457,12.108986854553223,35.291385650634766,77.08283996582031,275.96774052738414,51.149430015564256,12.601765897483258,35.97689204298418,78.61019737770606,268.27779734821746,50.137721465407566,12.045144962048068,35.267192356991664,77.08283996582031,271.3024417604202,50.91664582472971,12.05711537635006,35.622040661757154,77.8421034095485,1970800,16124600,565638000,22962300,21357600
